text,sentiment
" well , I think I was being a little selfish myself . I know they don't get to see each other very often . ",Negative
When I couldn't go for a trip with my friends in a holiday.,Negative
"During a trivial (friendly) discussion, one of the participants made an intervention which made me feel uncomfortable.",Negative
I ’ Ve had it ! I ’ m done working for a company that is taking me nowhere ! ,Negative
It's silly how we things that #99% won't happen and doubt things that 99% will happen. #FML,Negative
" To be honest , I was just dumped . ",Negative
"His face was completely serious , even slightly mournful . ",Negative
"Bob , I'm really upset with you . ",Negative
"Clive also attended , visibly gleeful that he had spared the school any undesirable publicity by unloading me in the nick of time . ",Positive
"@Rob0807 I mean, even Archie Manning said complimentary things about us! #gohogs",Negative
When a girlfriend left me.,Negative
Gina bit her lip as her sister 's anguished sobs echoed over the line . ,Negative
 The view from the hill is so beautiful and relaxing . There ’ s so sign of pollution . The village looks so peaceful . ,Positive
"I wanted to go to Bhopal for relief work (gas tragedy).  My boss simply refused to let me go, I was so angry that the only thought that came to my mind was to quit the job.",Negative
"When we had swimming instruction, we had to take a header from the springboard. I usually refused to do that, but at least I was forced to.",Negative
 Yes . When ? ,Positive
 So he said he'd sell me one for twenty dollars . A four-hundred-dollar camera for twenty bucks . ,Neutral
" Why ? Isn't it obvious ? First you impose way too much on me , and I'm tired away . Second , you stood me up on the Valentine's Day . ",Negative
When in the end of a semester I got the approval in a matter that I judged very difficult.,Positive
" And in my opinion , medicine is making us healthier . ",Neutral
 You know that is tempting but is really not good for our fitness . ,Neutral
Nervous for her safety ? ,Negative
A party I went to last Christmas.,Positive
"Although I have has a lot of support , I feel heartbroken about Henri 's future . ",Negative
The death of my mother-in-law after a long sick-bed. at the moment of dying I was with her.,Negative
"I was rock-climbing and absailing & felt OK, but suddenly as I was going over the cliff I was hit by fear - I couldn't go on absailing down the cliff and had to be actually hauled back up it.",Negative
 I am sorry for that . We will improve the dishes next time . ,Negative
 Do you have a car ? ,Neutral
A friend I had missed very much came to see me unexpectedly.,Positive
When during Winter the water pipes froze and we did not have any water for two days.,Negative
"It is also likely that by providing minimum standards of living , social services reduce public apathy and dejection and thus maintain the will to work . ",Negative
"One night I had a feeling that somebody was stealing my car, but I was too frightened to go and see.",Negative
" Oh , over there in Pacific Pavilion . ",Neutral
" I'm sorry , but that's our only available time . ",Negative
 that ’ s interesting . What does your grandfather think of your step-mother ? ,Neutral
 Why ? ,Neutral
"When I saw my brother in Church, and publically accept Jesus Christ as his saviour and Lord.",Positive
 I can still remember our first date . ,Positive
"When my grandmother died - I wasn't sad so much that she'd died because she was old, but because she lived in the last few years in an old people's home and had nothing very much that was hers - no chair, or private space, and when I went to visit she would be sitting in the living room the TV room. It was hopeless. And I felt awkward so I didn't go and I was sad 'cos how I couldn't.",Negative
 Du Kun . ,Neutral
Nicky looked crestfallen but did not dare argue with Constance when she was in this mood . ,Negative
"During a football match, the other team was rude and they hurt my team members and me.  The coach was prejudiced against us and punished us unreasonably.  Later we fought with each other and the match had to be cut short.",Negative
"Then she was silent , staring at him with horrified eyes . ",Negative
"When the robbers broke in, at night.",Negative
When a thunder belt hit the roof top of the building I was in.,Negative
 How was it ? ,Neutral
" Sounds quite fruitful , why do you call it still a nightmare then ? ",Neutral
" I turned on my laptop and it broke ! I mean , the monitor went black ! ",Negative
When I was admitted to the Sofia University.,Positive
One farmer was livid that he could not go into his local National Park and chop wood for his barbecue . ,Negative
We are off and have great excitement fishing up treasure ( fake ) tied to bladders . ,Positive
" Sorry , I'm engaged for the foxtrot.Will the next Walls be all right ? ",Neutral
" Oh , are you ? That sounds interesting . ",Positive
I felt joyful when I heard that I had been selected for College education.,Positive
"@Staff_9, U gotta get aggressive.  out of them lame as plays, s the offense then go down the field. Put in them.",Negative
When my father married a certain lady. The reception was held at Kasungu town Hall.,Positive
It was when my Instructor awoke me late at night to get prepared for the training at Military college when he was coming back from his personal social activities.,Negative
"It was when I dreamt that I had encountered Satan, he wanted to grab me and take me to his kingdom.  He was very repulsive and I have never seen anything like that before.",Negative
" So , can I buy some new shoes as a Christmas present ? ",Positive
" Autumn is the best season in Beijing , you know . ",Positive
 Jack ? ,Neutral
As the war dragged on Modigliani 's horror at the waste of life increased . ,Negative
When they tried to rob me.,Negative
Finding my glasses again after having lost them in town.,Positive
"When I was betrayed by a friend, and decided to stay apart form her.",Negative
